samples,times,losses,model
25400,148,0.9302999973297119,MabExp3Ix
25500,149,0.9297000169754028,MabExp3Ix
25600,149,0.9294999837875366,MabExp3Ix
25700,150,0.930400013923645,MabExp3Ix
25800,150,0.930899977684021,MabExp3Ix
25900,151,0.9307000041007996,MabExp3Ix
26000,151,0.9315000176429749,MabExp3Ix
26100,152,0.9312999844551086,MabExp3Ix
26200,153,0.9311000108718872,MabExp3Ix
26300,153,0.9325000047683716,MabExp3Ix
26400,154,0.9337000250816345,MabExp3Ix
26500,154,0.9337999820709229,MabExp3Ix
26600,155,0.9340000152587891,MabExp3Ix
26700,156,0.9333999752998352,MabExp3Ix
26800,156,0.9333000183105469,MabExp3Ix
26900,157,0.9336000084877014,MabExp3Ix
27000,157,0.9320999979972839,MabExp3Ix
27100,158,0.9325000047683716,MabExp3Ix
27200,158,0.9312999844551086,MabExp3Ix
27300,159,0.9318000078201294,MabExp3Ix
27400,160,0.9343000054359436,MabExp3Ix
27500,160,0.9362000226974487,MabExp3Ix
27600,161,0.9383999705314636,MabExp3Ix
27700,161,0.9383999705314636,MabExp3Ix
27800,162,0.9377999901771545,MabExp3Ix
27900,163,0.9390000104904175,MabExp3Ix
28000,163,0.9387000203132629,MabExp3Ix
28100,164,0.9387999773025513,MabExp3Ix
28200,164,0.9379000067710876,MabExp3Ix
28300,165,0.9384999871253967,MabExp3Ix
28400,165,0.9391999840736389,MabExp3Ix
28500,166,0.9398999810218811,MabExp3Ix
28600,167,0.9398999810218811,MabExp3Ix
28700,167,0.9409000277519226,MabExp3Ix
28800,168,0.9409999847412109,MabExp3Ix
28900,168,0.9409999847412109,MabExp3Ix
29000,169,0.9412999749183655,MabExp3Ix
29100,169,0.9416000247001648,MabExp3Ix
29200,170,0.942300021648407,MabExp3Ix
29300,171,0.9416000247001648,MabExp3Ix
29400,171,0.9406999945640564,MabExp3Ix
29500,172,0.9398000240325928,MabExp3Ix
29600,172,0.9387000203132629,MabExp3Ix
29700,173,0.9369000196456909,MabExp3Ix
29800,174,0.9365000128746033,MabExp3Ix
29900,174,0.9354000091552734,MabExp3Ix
30000,175,0.9355000257492065,MabExp3Ix
30100,175,0.9366000294685364,MabExp3Ix
30200,176,0.9362999796867371,MabExp3Ix
30300,177,0.9365000128746033,MabExp3Ix
